emoji,short_name,codepoints,keywords,category,subcategory,sort_order
🪝,hook,1FA9D,hook,Objects,tool,3398
🧰,toolbox,1F9F0,toolbox,Objects,tool,3399
🧲,magnet,1F9F2,magnet,Objects,tool,3400
🪜,ladder,1FA9C,ladder,Objects,tool,3401
🪏,shovel,1FA8F,shovel,Objects,tool,3402
⚗️,alembic,2697 FE0F,alembic,Objects,science,3403
🧪,test_tube,1F9EA,test tube,Objects,science,3404
🧫,petri_dish,1F9EB,petri dish,Objects,science,3405
🧬,dna,1F9EC,dna,Objects,science,3406
🔬,microscope,1F52C,microscope,Objects,science,3407
🔭,telescope,1F52D,telescope,Objects,science,3408
📡,satellite_antenna,1F4E1,satellite antenna,Objects,science,3409
💉,syringe,1F489,syringe,Objects,medical,3410
🩸,drop_of_blood,1FA78,drop of blood,Objects,medical,3411
💊,pill,1F48A,pill,Objects,medical,3412
🩹,adhesive_bandage,1FA79,adhesive bandage,Objects,medical,3413
🩼,crutch,1FA7C,crutch,Objects,medical,3414
🩺,stethoscope,1FA7A,stethoscope,Objects,medical,3415
🩻,x_ray,1FA7B,x ray,Objects,medical,3416
🚪,door,1F6AA,door,Objects,household,3417
🛗,elevator,1F6D7,elevator,Objects,household,3418
🪞,mirror,1FA9E,mirror,Objects,household,3419
🪟,window,1FA9F,window,Objects,household,3420
🛏️,bed,1F6CF FE0F,bed,Objects,household,3421
🛋️,couch_and_lamp,1F6CB FE0F,couch and lamp,Objects,household,3422
🪑,chair,1FA91,chair,Objects,household,3423
🚽,toilet,1F6BD,toilet,Objects,household,3424
🪠,plunger,1FAA0,plunger,Objects,household,3425
🚿,shower,1F6BF,shower,Objects,household,3426
🛁,bathtub,1F6C1,bathtub,Objects,household,3427
🪤,mouse_trap,1FAA4,mouse trap,Objects,household,3428
🪒,razor,1FA92,razor,Objects,household,3429
🧴,lotion_bottle,1F9F4,lotion bottle,Objects,household,3430
🧷,safety_pin,1F9F7,safety pin,Objects,household,3431
🧹,broom,1F9F9,broom,Objects,household,3432
🧺,basket,1F9FA,basket,Objects,household,3433
🧻,roll_of_paper,1F9FB,roll of paper,Objects,household,3434
🪣,bucket,1FAA3,bucket,Objects,household,3435
🧼,soap,1F9FC,soap,Objects,household,3436
🫧,bubbles,1FAE7,bubbles,Objects,household,3437
🪥,toothbrush,1FAA5,toothbrush,Objects,household,3438
🧽,sponge,1F9FD,sponge,Objects,household,3439
🧯,fire_extinguisher,1F9EF,fire extinguisher,Objects,household,3440
🛒,shopping_cart,1F6D2,shopping cart,Objects,household,3441
🚬,cigarette,1F6AC,cigarette,Objects,other-object,3442
⚰️,coffin,26B0 FE0F,coffin,Objects,other-object,3443
🪦,headstone,1FAA6,headstone,Objects,other-object,3444
⚱️,funeral_urn,26B1 FE0F,funeral urn,Objects,other-object,3445
🧿,nazar_amulet,1F9FF,nazar amulet,Objects,other-object,3446
🪬,hamsa,1FAAC,hamsa,Objects,other-object,3447
🗿,moai,1F5FF,moai,Objects,other-object,3448
🪧,placard,1FAA7,placard,Objects,other-object,3449
🪪,identification_card,1FAAA,identification card,Objects,other-object,3450
🏧,atm_sign,1F3E7,atm sign,Symbols,transport-sign,3451
🚮,litter_in_bin_sign,1F6AE,litter in bin sign,Symbols,transport-sign,3452
🚰,potable_water,1F6B0,potable water,Symbols,transport-sign,3453
♿️,wheelchair_symbol,267F FE0F,wheelchair symbol,Symbols,transport-sign,3454
🚹️,men_s_room,1F6B9 FE0F,men s room,Symbols,transport-sign,3455
🚺️,women_s_room,1F6BA FE0F,women s room,Symbols,transport-sign,3456
🚻,restroom,1F6BB,restroom,Symbols,transport-sign,3457
🚼️,baby_symbol,1F6BC FE0F,baby symbol,Symbols,transport-sign,3458
🚾,water_closet,1F6BE,water closet,Symbols,transport-sign,3459
🛂,passport_control,1F6C2,passport control,Symbols,transport-sign,3460
🛃,customs,1F6C3,customs,Symbols,transport-sign,3461
🛄,baggage_claim,1F6C4,baggage claim,Symbols,transport-sign,3462
🛅,left_luggage,1F6C5,left luggage,Symbols,transport-sign,3463
⚠️,warning,26A0 FE0F,warning,Symbols,warning,3464
🚸,children_crossing,1F6B8,children crossing,Symbols,warning,3465
⛔️,no_entry,26D4 FE0F,no entry,Symbols,warning,3466
🚫,prohibited,1F6AB,prohibited,Symbols,warning,3467
🚳,no_bicycles,1F6B3,no bicycles,Symbols,warning,3468
🚭️,no_smoking,1F6AD FE0F,no smoking,Symbols,warning,3469
🚯,no_littering,1F6AF,no littering,Symbols,warning,3470
🚱,non_potable_water,1F6B1,non potable water,Symbols,warning,3471
🚷,no_pedestrians,1F6B7,no pedestrians,Symbols,warning,3472
📵,no_mobile_phones,1F4F5,no mobile phones,Symbols,warning,3473
🔞,no_one_under_eighteen,1F51E,no one under eighteen,Symbols,warning,3474
☢️,radioactive,2622 FE0F,radioactive,Symbols,warning,3475
☣️,biohazard,2623 FE0F,biohazard,Symbols,warning,3476
⬆️,up_arrow,2B06 FE0F,up arrow,Symbols,arrow,3477
↗️,up_right_arrow,2197 FE0F,up right arrow,Symbols,arrow,3478
➡️,right_arrow,27A1 FE0F,right arrow,Symbols,arrow,3479
↘️,down_right_arrow,2198 FE0F,down right arrow,Symbols,arrow,3480
⬇️,down_arrow,2B07 FE0F,down arrow,Symbols,arrow,3481
↙️,down_left_arrow,2199 FE0F,down left arrow,Symbols,arrow,3482
⬅️,left_arrow,2B05 FE0F,left arrow,Symbols,arrow,3483
↖️,up_left_arrow,2196 FE0F,up left arrow,Symbols,arrow,3484
↕️,up_down_arrow,2195 FE0F,up down arrow,Symbols,arrow,3485
↔️,left_right_arrow,2194 FE0F,left right arrow,Symbols,arrow,3486
↩️,right_arrow_curving_left,21A9 FE0F,right arrow curving left,Symbols,arrow,3487
↪️,left_arrow_curving_right,21AA FE0F,left arrow curving right,Symbols,arrow,3488
⤴️,right_arrow_curving_up,2934 FE0F,right arrow curving up,Symbols,arrow,3489
⤵️,right_arrow_curving_down,2935 FE0F,right arrow curving down,Symbols,arrow,3490
🔃,clockwise_vertical_arrows,1F503,clockwise vertical arrows,Symbols,arrow,3491
🔄,counterclockwise_arrows_button,1F504,counterclockwise arrows button,Symbols,arrow,3492
🔙,back_arrow,1F519,back arrow,Symbols,arrow,3493
🔚,end_arrow,1F51A,end arrow,Symbols,arrow,3494
🔛,on_arrow,1F51B,on arrow,Symbols,arrow,3495
🔜,soon_arrow,1F51C,soon arrow,Symbols,arrow,3496
🔝,top_arrow,1F51D,top arrow,Symbols,arrow,3497
🛐,place_of_worship,1F6D0,place of worship,Symbols,religion,3498
⚛️,atom_symbol,269B FE0F,atom symbol,Symbols,religion,3499
🕉️,om,1F549 FE0F,om,Symbols,religion,3500
✡️,star_of_david,2721 FE0F,star of david,Symbols,religion,3501
☸️,wheel_of_dharma,2638 FE0F,wheel of dharma,Symbols,religion,3502
☯️,yin_yang,262F FE0F,yin yang,Symbols,religion,3503
✝️,latin_cross,271D FE0F,latin cross,Symbols,religion,3504
☦️,orthodox_cross,2626 FE0F,orthodox cross,Symbols,religion,3505
☪️,star_and_crescent,262A FE0F,star and crescent,Symbols,religion,3506
☮️,peace_symbol,262E FE0F,peace symbol,Symbols,religion,3507
🕎,menorah,1F54E,menorah,Symbols,religion,3508
🔯,dotted_six_pointed_star,1F52F,dotted six pointed star,Symbols,religion,3509
🪯,khanda,1FAAF,khanda,Symbols,religion,3510
♈️,aries,2648 FE0F,aries,Symbols,zodiac,3511
♉️,taurus,2649 FE0F,taurus,Symbols,zodiac,3512
♊️,gemini,264A FE0F,gemini,Symbols,zodiac,3513
♋️,cancer,264B FE0F,cancer,Symbols,zodiac,3514
♌️,leo,264C FE0F,leo,Symbols,zodiac,3515
♍️,virgo,264D FE0F,virgo,Symbols,zodiac,3516
♎️,libra,264E FE0F,libra,Symbols,zodiac,3517
♏️,scorpio,264F FE0F,scorpio,Symbols,zodiac,3518
♐️,sagittarius,2650 FE0F,sagittarius,Symbols,zodiac,3519
♑️,capricorn,2651 FE0F,capricorn,Symbols,zodiac,3520
♒️,aquarius,2652 FE0F,aquarius,Symbols,zodiac,3521
♓️,pisces,2653 FE0F,pisces,Symbols,zodiac,3522
⛎️,ophiuchus,26CE FE0F,ophiuchus,Symbols,zodiac,3523
🔀,shuffle_tracks_button,1F500,shuffle tracks button,Symbols,av-symbol,3524
🔁,repeat_button,1F501,repeat button,Symbols,av-symbol,3525
🔂,repeat_single_button,1F502,repeat single button,Symbols,av-symbol,3526
▶️,play_button,25B6 FE0F,play button,Symbols,av-symbol,3527
⏩️,fast_forward_button,23E9 FE0F,fast forward button,Symbols,av-symbol,3528
⏭️,next_track_button,23ED FE0F,next track button,Symbols,av-symbol,3529
⏯️,play_or_pause_button,23EF FE0F,play or pause button,Symbols,av-symbol,3530
◀️,reverse_button,25C0 FE0F,reverse button,Symbols,av-symbol,3531
⏪️,fast_reverse_button,23EA FE0F,fast reverse button,Symbols,av-symbol,3532
⏮️,last_track_button,23EE FE0F,last track button,Symbols,av-symbol,3533
🔼,upwards_button,1F53C,upwards button,Symbols,av-symbol,3534
⏫️,fast_up_button,23EB FE0F,fast up button,Symbols,av-symbol,3535
🔽,downwards_button,1F53D,downwards button,Symbols,av-symbol,3536
⏬️,fast_down_button,23EC FE0F,fast down button,Symbols,av-symbol,3537
⏸️,pause_button,23F8 FE0F,pause button,Symbols,av-symbol,3538
⏹️,stop_button,23F9 FE0F,stop button,Symbols,av-symbol,3539
⏺️,record_button,23FA FE0F,record button,Symbols,av-symbol,3540
⏏️,eject_button,23CF FE0F,eject button,Symbols,av-symbol,3541
🎦,cinema,1F3A6,cinema,Symbols,av-symbol,3542
🔅,dim_button,1F505,dim button,Symbols,av-symbol,3543
🔆,bright_button,1F506,bright button,Symbols,av-symbol,3544
📶,antenna_bars,1F4F6,antenna bars,Symbols,av-symbol,3545
🛜,wireless,1F6DC,wireless,Symbols,av-symbol,3546
📳,vibration_mode,1F4F3,vibration mode,Symbols,av-symbol,3547
📴,mobile_phone_off,1F4F4,mobile phone off,Symbols,av-symbol,3548
♀️,female_sign,2640 FE0F,female sign,Symbols,gender,3549
♂️,male_sign,2642 FE0F,male sign,Symbols,gender,3550
⚧️,transgender_symbol,26A7 FE0F,transgender symbol,Symbols,gender,3551
✖️,multiply,2716 FE0F,multiply,Symbols,math,3552
➕️,plus,2795 FE0F,plus,Symbols,math,3553
➖️,minus,2796 FE0F,minus,Symbols,math,3554
➗️,divide,2797 FE0F,divide,Symbols,math,3555
🟰,heavy_equals_sign,1F7F0,heavy equals sign,Symbols,math,3556
♾️,infinity,267E FE0F,infinity,Symbols,math,3557
‼️,double_exclamation_mark,203C FE0F,double exclamation mark,Symbols,punctuation,3558
⁉️,exclamation_question_mark,2049 FE0F,exclamation question mark,Symbols,punctuation,3559
❓️,red_question_mark,2753 FE0F,red question mark,Symbols,punctuation,3560
❔️,white_question_mark,2754 FE0F,white question mark,Symbols,punctuation,3561
❕️,white_exclamation_mark,2755 FE0F,white exclamation mark,Symbols,punctuation,3562
❗️,red_exclamation_mark,2757 FE0F,red exclamation mark,Symbols,punctuation,3563
〰️,wavy_dash,3030 FE0F,wavy dash,Symbols,punctuation,3564
💱,currency_exchange,1F4B1,currency exchange,Symbols,currency,3565
💲,heavy_dollar_sign,1F4B2,heavy dollar sign,Symbols,currency,3566
⚕️,medical_symbol,2695 FE0F,medical symbol,Symbols,other-symbol,3567
♻️,recycling_symbol,267B FE0F,recycling symbol,Symbols,other-symbol,3568
⚜️,fleur_de_lis,269C FE0F,fleur de lis,Symbols,other-symbol,3569
🔱,trident_emblem,1F531,trident emblem,Symbols,other-symbol,3570
📛,name_badge,1F4DB,name badge,Symbols,other-symbol,3571
🔰,japanese_symbol_for_beginner,1F530,japanese symbol for beginner,Symbols,other-symbol,3572
⭕️,hollow_red_circle,2B55 FE0F,hollow red circle,Symbols,other-symbol,3573
✅️,check_mark_button,2705 FE0F,check mark button,Symbols,other-symbol,3574
☑️,check_box_with_check,2611 FE0F,check box with,Symbols,other-symbol,3575
✔️,check_mark,2714 FE0F,check mark,Symbols,other-symbol,3576
❌️,cross_mark,274C FE0F,cross mark,Symbols,other-symbol,3577
❎️,cross_mark_button,274E FE0F,cross mark button,Symbols,other-symbol,3578
➰️,curly_loop,27B0 FE0F,curly loop,Symbols,other-symbol,3579
➿️,double_curly_loop,27BF FE0F,double curly loop,Symbols,other-symbol,3580
〽️,part_alternation_mark,303D FE0F,part alternation mark,Symbols,other-symbol,3581
✳️,eight_spoked_asterisk,2733 FE0F,eight spoked asterisk,Symbols,other-symbol,3582
✴️,eight_pointed_star,2734 FE0F,eight pointed star,Symbols,other-symbol,3583
❇️,sparkle,2747 FE0F,sparkle,Symbols,other-symbol,3584
©️,copyright,00A9 FE0F,copyright,Symbols,other-symbol,3585
®️,registered,00AE FE0F,registered,Symbols,other-symbol,3586
™️,trade_mark,2122 FE0F,trade mark,Symbols,other-symbol,3587
🫟,splatter,1FADF,splatter,Symbols,other-symbol,3588
#️⃣,keycap,0023 FE0F 20E3,keycap,Symbols,keycap,3589
*️⃣,keycap,002A FE0F 20E3,keycap,Symbols,keycap,3590
0️⃣,keycap_0,0030 FE0F 20E3,keycap 0,Symbols,keycap,3591
1️⃣,keycap_1,0031 FE0F 20E3,keycap 1,Symbols,keycap,3592
2️⃣,keycap_2,0032 FE0F 20E3,keycap 2,Symbols,keycap,3593
3️⃣,keycap_3,0033 FE0F 20E3,keycap 3,Symbols,keycap,3594
4️⃣,keycap_4,0034 FE0F 20E3,keycap 4,Symbols,keycap,3595
5️⃣,keycap_5,0035 FE0F 20E3,keycap 5,Symbols,keycap,3596
6️⃣,keycap_6,0036 FE0F 20E3,keycap 6,Symbols,keycap,3597
7️⃣,keycap_7,0037 FE0F 20E3,keycap 7,Symbols,keycap,3598
8️⃣,keycap_8,0038 FE0F 20E3,keycap 8,Symbols,keycap,3599
9️⃣,keycap_9,0039 FE0F 20E3,keycap 9,Symbols,keycap,3600
🔟,keycap_10,1F51F,keycap 10,Symbols,keycap,3601
🔠,input_latin_uppercase,1F520,input latin uppercase,Symbols,alphanum,3602
🔡,input_latin_lowercase,1F521,input latin lowercase,Symbols,alphanum,3603
🔢,input_numbers,1F522,input numbers,Symbols,alphanum,3604
🔣,input_symbols,1F523,input symbols,Symbols,alphanum,3605
🔤,input_latin_letters,1F524,input latin letters,Symbols,alphanum,3606
🅰️,a_button_blood_type,1F170 FE0F,a button blood type,Symbols,alphanum,3607
🆎,ab_button_blood_type,1F18E,ab button blood type,Symbols,alphanum,3608
🅱️,b_button_blood_type,1F171 FE0F,b button blood type,Symbols,alphanum,3609
🆑,cl_button,1F191,cl button,Symbols,alphanum,3610
🆒,cool_button,1F192,cool button,Symbols,alphanum,3611
🆓,free_button,1F193,free button,Symbols,alphanum,3612
ℹ️,information,2139 FE0F,information,Symbols,alphanum,3613
🆔,id_button,1F194,id button,Symbols,alphanum,3614
Ⓜ️,circled_m,24C2 FE0F,circled m,Symbols,alphanum,3615
🆕,new_button,1F195,new button,Symbols,alphanum,3616
🆖,ng_button,1F196,ng button,Symbols,alphanum,3617
🅾️,o_button_blood_type,1F17E FE0F,o button blood type,Symbols,alphanum,3618
🆗,ok_button,1F197,ok button,Symbols,alphanum,3619
🅿️,p_button,1F17F FE0F,p button,Symbols,alphanum,3620
🆘,sos_button,1F198,sos button,Symbols,alphanum,3621
🆙,up_button,1F199,up button,Symbols,alphanum,3622
🆚,vs_button,1F19A,vs button,Symbols,alphanum,3623
🈁,japanese_here_button,1F201,japanese here button,Symbols,alphanum,3624
🈂️,japanese_service_charge_button,1F202 FE0F,japanese service charge button,Symbols,alphanum,3625
🈷️,japanese_monthly_amount_button,1F237 FE0F,japanese monthly amount button,Symbols,alphanum,3626
🈶,japanese_not_free_of_charge_button,1F236,japanese not free of charge button,Symbols,alphanum,3627
🈯️,japanese_reserved_button,1F22F FE0F,japanese reserved button,Symbols,alphanum,3628
🉐,japanese_bargain_button,1F250,japanese bargain button,Symbols,alphanum,3629
🈹,japanese_discount_button,1F239,japanese discount button,Symbols,alphanum,3630
🈚️,japanese_free_of_charge_button,1F21A FE0F,japanese free of charge button,Symbols,alphanum,3631
🈲,japanese_prohibited_button,1F232,japanese prohibited button,Symbols,alphanum,3632
🉑,japanese_acceptable_button,1F251,japanese acceptable button,Symbols,alphanum,3633
🈸,japanese_application_button,1F238,japanese application button,Symbols,alphanum,3634
🈴,japanese_passing_grade_button,1F234,japanese passing grade button,Symbols,alphanum,3635
🈳,japanese_vacancy_button,1F233,japanese vacancy button,Symbols,alphanum,3636
㊗️,japanese_congratulations_button,3297 FE0F,japanese congratulations button,Symbols,alphanum,3637
㊙️,japanese_secret_button,3299 FE0F,japanese secret button,Symbols,alphanum,3638
🈺,japanese_open_for_business_button,1F23A,japanese open for business button,Symbols,alphanum,3639
🈵,japanese_no_vacancy_button,1F235,japanese no vacancy button,Symbols,alphanum,3640
🔴,red_circle,1F534,red circle,Symbols,geometric,3641
🟠,orange_circle,1F7E0,orange circle,Symbols,geometric,3642
🟡,yellow_circle,1F7E1,yellow circle,Symbols,geometric,3643
🟢,green_circle,1F7E2,green circle,Symbols,geometric,3644
🔵,blue_circle,1F535,blue circle,Symbols,geometric,3645
🟣,purple_circle,1F7E3,purple circle,Symbols,geometric,3646
🟤,brown_circle,1F7E4,brown circle,Symbols,geometric,3647
⚫️,black_circle,26AB FE0F,black circle,Symbols,geometric,3648
⚪️,white_circle,26AA FE0F,white circle,Symbols,geometric,3649
🟥,red_square,1F7E5,red square,Symbols,geometric,3650
🟧,orange_square,1F7E7,orange square,Symbols,geometric,3651
🟨,yellow_square,1F7E8,yellow square,Symbols,geometric,3652
🟩,green_square,1F7E9,green square,Symbols,geometric,3653
🟦,blue_square,1F7E6,blue square,Symbols,geometric,3654
🟪,purple_square,1F7EA,purple square,Symbols,geometric,3655
🟫,brown_square,1F7EB,brown square,Symbols,geometric,3656
⬛️,black_large_square,2B1B FE0F,black large square,Symbols,geometric,3657
⬜️,white_large_square,2B1C FE0F,white large square,Symbols,geometric,3658
◼️,black_medium_square,25FC FE0F,black medium square,Symbols,geometric,3659
◻️,white_medium_square,25FB FE0F,white medium square,Symbols,geometric,3660
◾️,black_medium_small_square,25FE FE0F,black medium small square,Symbols,geometric,3661
◽️,white_medium_small_square,25FD FE0F,white medium small square,Symbols,geometric,3662
▪️,black_small_square,25AA FE0F,black small square,Symbols,geometric,3663
▫️,white_small_square,25AB FE0F,white small square,Symbols,geometric,3664
🔶,large_orange_diamond,1F536,large orange diamond,Symbols,geometric,3665
🔷,large_blue_diamond,1F537,large blue diamond,Symbols,geometric,3666
🔸,small_orange_diamond,1F538,small orange diamond,Symbols,geometric,3667
🔹,small_blue_diamond,1F539,small blue diamond,Symbols,geometric,3668
🔺,red_triangle_pointed_up,1F53A,red triangle pointed up,Symbols,geometric,3669
🔻,red_triangle_pointed_down,1F53B,red triangle pointed down,Symbols,geometric,3670
💠,diamond_with_a_dot,1F4A0,diamond with a dot,Symbols,geometric,3671
🔘,radio_button,1F518,radio button,Symbols,geometric,3672
🔳,white_square_button,1F533,white square button,Symbols,geometric,3673
🔲,black_square_button,1F532,black square button,Symbols,geometric,3674
🏁,chequered_flag,1F3C1,chequered flag,Flags,flag,3675
🚩,triangular_flag,1F6A9,triangular flag,Flags,flag,3676
🎌,crossed_flags,1F38C,crossed flags,Flags,flag,3677
🏴,black_flag,1F3F4,black flag,Flags,flag,3678
🏳️,white_flag,1F3F3 FE0F,white flag,Flags,flag,3679
🏳️‍🌈,rainbow_flag,1F3F3 FE0F 200D 1F308,rainbow flag,Flags,flag,3680
🏳️‍⚧️,transgender_flag,1F3F3 FE0F 200D 26A7 FE0F,transgender flag,Flags,flag,3681
🏴‍☠️,pirate_flag,1F3F4 200D 2620 FE0F,pirate flag,Flags,flag,3682
🇦🇨,flag_ascension_island,1F1E6 1F1E8,flag ascension island,Flags,country-flag,3683
🇦🇩,flag_andorra,1F1E6 1F1E9,flag andorra,Flags,country-flag,3684
🇦🇪,flag_united_arab_emirates,1F1E6 1F1EA,flag united arab emirates,Flags,country-flag,3685
🇦🇫,flag_afghanistan,1F1E6 1F1EB,flag afghanistan,Flags,country-flag,3686
🇦🇬,flag_antigua_barbuda,1F1E6 1F1EC,flag antigua barbuda,Flags,country-flag,3687
🇦🇮,flag_anguilla,1F1E6 1F1EE,flag anguilla,Flags,country-flag,3688
🇦🇱,flag_albania,1F1E6 1F1F1,flag albania,Flags,country-flag,3689
